,album_name,track_number,song_id,song_name,song_uri,artist_name,artist_uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
0,RENAISSANCE,1,1MpCaOeUWhox2Fgigbe1cL,I'M THAT GIRL,spotify:track:1MpCaOeUWhox2Fgigbe1cL,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0616,0.554,0.535,1.32e-05,0.124,-8.959,0.186,105.865,0.136,74
1,RENAISSANCE,2,0mKGwFMHzTprtS2vpR3b6s,COZY,spotify:track:0mKGwFMHzTprtS2vpR3b6s,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.000828,0.556,0.63,0.00468,0.155,-8.15,0.102,149.147,0.367,75
2,RENAISSANCE,3,1Hohk6AufHZOrrhMXZppax,ALIEN SUPERSTAR,spotify:track:1Hohk6AufHZOrrhMXZppax,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00453,0.545,0.641,6.59e-05,0.171,-6.398,0.0998,121.892,0.464,78
3,RENAISSANCE,4,1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0368,0.78,0.689,9.69e-06,0.0698,-5.668,0.141,115.042,0.642,85
4,RENAISSANCE,5,0314PeD1sQNonfVWix3B2K,ENERGY (feat. Beam),spotify:track:0314PeD1sQNonfVWix3B2K,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.281,0.903,0.519,0.000106,0.155,-9.151,0.26,114.991,0.587,77
5,RENAISSANCE,6,5pyoxDZ1PX0KxBxiRVxA4U,BREAK MY SOUL,spotify:track:5pyoxDZ1PX0KxBxiRVxA4U,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0581,0.693,0.887,2.71e-06,0.27,-5.039,0.0795,114.942,0.864,77
6,RENAISSANCE,7,2mqTtvbKxH7SoEQ2oGAnsA,CHURCH GIRL,spotify:track:2mqTtvbKxH7SoEQ2oGAnsA,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0381,0.792,0.919,5.1e-06,0.368,-5.688,0.276,92.028,0.22,71
7,RENAISSANCE,8,6ufcuVInt0ocHrUimDjGlb,PLASTIC OFF THE SOFA,spotify:track:6ufcuVInt0ocHrUimDjGlb,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.14,0.618,0.712,4.53e-06,0.575,-8.246,0.114,97.057,0.305,71
8,RENAISSANCE,9,0Fl4eWzVaMUOdXcOrj6F1q,VIRGO'S GROOVE,spotify:track:0Fl4eWzVaMUOdXcOrj6F1q,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0781,0.683,0.85,1.09e-06,0.741,-5.042,0.0699,107.988,0.598,72
9,RENAISSANCE,10,5YLGlPYkZBDXieMwzVve7g,MOVE (feat. Grace Jones & Tems),spotify:track:5YLGlPYkZBDXieMwzVve7g,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0165,0.876,0.628,0.0339,0.0938,-6.595,0.0935,118.028,0.809,72
10,RENAISSANCE,11,1w7cgGZR86yWz1pA2puVJD,HEATED,spotify:track:1w7cgGZR86yWz1pA2puVJD,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0636,0.785,0.732,0.000807,0.265,-5.724,0.164,110.952,0.496,78
11,RENAISSANCE,12,1LCm0lFnEsxR2oPqyHLGX9,THIQUE,spotify:track:1LCm0lFnEsxR2oPqyHLGX9,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0616,0.823,0.536,0.0143,0.326,-10.123,0.319,128.955,0.537,71
12,RENAISSANCE,13,3k4CoiIQXiNBrwrmbBMDxj,ALL UP IN YOUR MIND,spotify:track:3k4CoiIQXiNBrwrmbBMDxj,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0672,0.744,0.577,3.06e-06,0.178,-7.228,0.0631,135.869,0.0805,69
13,RENAISSANCE,14,2XMAWynSTIst5KmLSv0Npf,AMERICA HAS A PROBLEM,spotify:track:2XMAWynSTIst5KmLSv0Npf,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00348,0.789,0.614,0.00152,0.283,-6.491,0.0579,126.035,0.108,76
14,RENAISSANCE,15,4DByEumlGTZKSzuVEZ35eo,PURE/HONEY,spotify:track:4DByEumlGTZKSzuVEZ35eo,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0122,0.857,0.558,4.8e-05,0.288,-7.888,0.134,123.973,0.453,74
15,RENAISSANCE,16,3HyR1j49TY5ACP2lseF1jx,SUMMER RENAISSANCE,spotify:track:3HyR1j49TY5ACP2lseF1jx,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0843,0.674,0.625,0.0015,0.11,-9.593,0.0514,120.004,0.208,71
16,The Lion King: The Gift [Deluxe Edition],1,0gdOcxvPU37ADE7vPkgQsv,BIGGER,spotify:track:0gdOcxvPU37ADE7vPkgQsv,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.633,0.509,0.36,0.0,0.13,-8.2,0.0361,129.624,0.181,48
17,The Lion King: The Gift [Deluxe Edition],2,0Ae8EusoCw7lIkpDycUHYl,FIND YOUR WAY BACK,spotify:track:0Ae8EusoCw7lIkpDycUHYl,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.197,0.783,0.693,0.0274,0.0768,-6.747,0.174,119.063,0.623,49
18,The Lion King: The Gift [Deluxe Edition],3,6VsNsaxmzrKZ5dKmIgePBN,DON'T JEALOUS ME,spotify:track:6VsNsaxmzrKZ5dKmIgePBN,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0194,0.926,0.782,0.0718,0.355,-5.3,0.101,120.005,0.563,49
19,The Lion King: The Gift [Deluxe Edition],4,3W7fs58MeWMZfAbW3vpobA,JA ARA E,spotify:track:3W7fs58MeWMZfAbW3vpobA,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0488,0.795,0.671,0.0119,0.0752,-5.792,0.0601,92.001,0.867,45
20,The Lion King: The Gift [Deluxe Edition],5,7wD8R6QWYJbp6eWrgrNkUH,NILE,spotify:track:7wD8R6QWYJbp6eWrgrNkUH,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.731,0.554,0.45,0.0,0.339,-9.454,0.182,87.047,0.348,45
21,The Lion King: The Gift [Deluxe Edition],6,6tbkOI2yzodPd7FsYcz5D3,MOOD 4 EVA (feat. Oumou Sangaré),spotify:track:6tbkOI2yzodPd7FsYcz5D3,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.12,0.611,0.723,0.0,0.322,-6.199,0.369,105.758,0.718,48
22,The Lion King: The Gift [Deluxe Edition],7,1x3TIh0CKnYlKe4ePrp3kM,WATER,spotify:track:1x3TIh0CKnYlKe4ePrp3kM,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.105,0.807,0.809,3.3e-06,0.186,-3.713,0.0709,124.052,0.462,48
23,The Lion King: The Gift [Deluxe Edition],8,0sCyaAxs2y2h85hEv6qXMO,BROWN SKIN GIRL,spotify:track:0sCyaAxs2y2h85hEv6qXMO,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0554,0.526,0.609,0.0,0.291,-7.072,0.212,88.83,0.605,47
24,The Lion King: The Gift [Deluxe Edition],9,3g5RCw8zQJX7co0t1i207F,KEYS TO THE KINGDOM,spotify:track:3g5RCw8zQJX7co0t1i207F,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00642,0.735,0.678,1.58e-05,0.114,-6.655,0.0896,90.028,0.686,44
25,The Lion King: The Gift [Deluxe Edition],10,1TSinFFcDJJzR6ErO81Y3c,ALREADY,spotify:track:1TSinFFcDJJzR6ErO81Y3c,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0876,0.671,0.755,0.0,0.429,-5.831,0.0683,67.332,0.543,52
26,The Lion King: The Gift [Deluxe Edition],11,15PJ40rcij5eTMSs71uRlq,OTHERSIDE,spotify:track:15PJ40rcij5eTMSs71uRlq,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.94,0.33,0.244,0.00466,0.0969,-9.508,0.0339,136.344,0.4,43
27,The Lion King: The Gift [Deluxe Edition],12,0g3zIOFTdkwgJdR48usYgY,MY POWER,spotify:track:0g3zIOFTdkwgJdR48usYgY,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0162,0.769,0.856,0.0,0.125,-4.923,0.127,126.95,0.755,55
28,The Lion King: The Gift [Deluxe Edition],13,08xkNDko1wfeqOZdkCXC9K,SCAR,spotify:track:08xkNDko1wfeqOZdkCXC9K,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.284,0.576,0.434,1.56e-06,0.118,-7.769,0.0491,118.259,0.0588,41
29,The Lion King: The Gift [Deluxe Edition],14,2Zlw9b4RYv2jFxupJCEoN2,"SPIRIT - From Disney's ""The Lion King""",spotify:track:2Zlw9b4RYv2jFxupJCEoN2,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00971,0.447,0.436,0.0,0.0986,-8.119,0.0389,80.856,0.0497,43
30,The Lion King: The Gift [Deluxe Edition],15,16NfpiFEck1VUNP1rbmWaH,BLACK PARADE - Extended Version,spotify:track:16NfpiFEck1VUNP1rbmWaH,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00333,0.807,0.544,1.67e-05,0.146,-5.875,0.0409,120.006,0.0541,51
31,The Lion King: The Gift [Deluxe Edition],16,1g0k1bFcLKyIrdsdUkF3eW,FIND YOUR WAY BACK - MELO-X Remix,spotify:track:1g0k1bFcLKyIrdsdUkF3eW,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0227,0.777,0.588,0.0545,0.267,-9.759,0.0756,119.109,0.195,43
32,The Lion King: The Gift [Deluxe Edition],17,1TeDbA2Hfy14sEjoUvZ8Pa,BLACK PARADE,spotify:track:1TeDbA2Hfy14sEjoUvZ8Pa,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00337,0.824,0.555,6.42e-06,0.217,-5.817,0.05,120.002,0.0611,51
33,The Lion King: The Gift,1,1RMvRv1tAvWXgYdH8DUdLX,balance (mufasa interlude),spotify:track:1RMvRv1tAvWXgYdH8DUdLX,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.533,0.386,0.288,0.0167,0.141,-18.513,0.0602,76.796,0.399,37
34,The Lion King: The Gift,3,50QREAhIciZoAiRNtyELEh,the stars (mufasa interlude),spotify:track:50QREAhIciZoAiRNtyELEh,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.199,0.537,0.247,1.04e-05,0.423,-17.75,0.0793,109.981,0.17,39
35,The Lion King: The Gift,5,4KJ3NHQvLjA0hB2nv43cxD,uncle scar (scar interlude),spotify:track:4KJ3NHQvLjA0hB2nv43cxD,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.524,0.0,0.00515,0.95,0.114,-22.612,0.0,0.0,0.0,1
36,The Lion King: The Gift,7,6Y6BbZoYe2mNLceeoUZdoT,danger (young simba & young nala interlude),spotify:track:6Y6BbZoYe2mNLceeoUZdoT,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0306,0.563,0.47,0.661,0.283,-13.47,0.147,95.011,0.186,1
37,The Lion King: The Gift,9,19omXUq2TcREoUoHqbVLTq,run away (scar & young simba interlude),spotify:track:19omXUq2TcREoUoHqbVLTq,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.491,0.489,0.353,2.17e-05,0.229,-17.619,0.664,127.814,0.175,7
38,The Lion King: The Gift,11,3c3XyNDlGm6607OfqGyBHa,"new lesson (timon, pumbaa & young simba interlude)",spotify:track:3c3XyNDlGm6607OfqGyBHa,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.703,0.494,0.411,0.0,0.156,-15.021,0.771,77.539,0.403,35
39,The Lion King: The Gift,13,1T41VK2fuFYbsXjIM7qKif,reunited (nala & simba interlude),spotify:track:1T41VK2fuFYbsXjIM7qKif,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.756,0.0,0.558,0.0,0.533,-17.238,0.0,0.0,0.0,1
40,The Lion King: The Gift,16,5DgGXyOQGaAvyhMEAdn164,come home (nala interlude),spotify:track:5DgGXyOQGaAvyhMEAdn164,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.783,0.0,0.186,0.00014,0.333,-17.37,0.0,0.0,0.0,1
41,The Lion King: The Gift,18,1OTXnoe2AGsDQ3Yp1vxI9s,follow me (simba & rafiki interlude),spotify:track:1OTXnoe2AGsDQ3Yp1vxI9s,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.675,0.628,0.287,0.0,0.426,-16.666,0.66,83.69,0.535,41
42,The Lion King: The Gift,20,3FrP4HVPTAZPDhDtClu5wX,remember (mufasa interlude),spotify:track:3FrP4HVPTAZPDhDtClu5wX,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.826,0.255,0.32,0.0219,0.261,-19.821,0.0533,87.301,0.302,35
43,The Lion King: The Gift,22,50S6TvqQ0qvR5ZkyDotVJT,war (nala interlude),spotify:track:50S6TvqQ0qvR5ZkyDotVJT,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.432,0.399,0.38,5.9e-06,0.536,-10.247,0.355,80.096,0.123,2
44,The Lion King: The Gift,24,42VXfDBCEvcMJnwnd2suTB,surrender (simba & scar interlude),spotify:track:42VXfDBCEvcMJnwnd2suTB,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.406,0.0,0.155,0.636,0.0973,-16.549,0.0,0.0,0.0,1
45,The Lion King: The Gift,26,3EfKP2xSbM9Yqbd6fkNgxf,"i'm home (mufasa, sarabi & simba interlude)",spotify:track:3EfKP2xSbM9Yqbd6fkNgxf,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.699,0.536,0.115,0.00178,0.115,-20.651,0.0353,32.918,0.595,33
46,HOMECOMING: THE LIVE ALBUM,1,7Hz87DF2VCuSVS2iO1z0Nr,Welcome - Homecoming Live,spotify:track:7Hz87DF2VCuSVS2iO1z0Nr,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.143,0.6,0.831,0.576,0.7,-12.294,0.378,170.133,0.123,50
47,HOMECOMING: THE LIVE ALBUM,2,10OaEuICuFoKLq48NoMblA,Crazy In Love - Homecoming Live,spotify:track:10OaEuICuFoKLq48NoMblA,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.000263,0.401,0.769,0.000459,0.327,-8.316,0.158,99.252,0.402,60
48,HOMECOMING: THE LIVE ALBUM,3,2NTp1e0sRMHiw368rfCGvE,Freedom - Homecoming Live,spotify:track:2NTp1e0sRMHiw368rfCGvE,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00174,0.486,0.813,1.09e-05,0.406,-7.528,0.114,85.161,0.403,55
49,HOMECOMING: THE LIVE ALBUM,4,0QRxJvOohS8yiGC1n98uFM,Lift Ev'ry Voice and Sing - Homecoming Live,spotify:track:0QRxJvOohS8yiGC1n98uFM,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.124,0.201,0.409,1.86e-06,0.683,-13.089,0.0393,85.35,0.0795,50
50,HOMECOMING: THE LIVE ALBUM,5,6oHexA34fw1WfswjIEA1hd,Formation - Homecoming Live,spotify:track:6oHexA34fw1WfswjIEA1hd,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0237,0.676,0.871,0.0,0.956,-9.134,0.433,121.963,0.419,57
51,HOMECOMING: THE LIVE ALBUM,6,6pLlQE4Ypn9zQBCe16UskF,So Much Damn Swag - Interlude - Homecoming Live,spotify:track:6pLlQE4Ypn9zQBCe16UskF,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.994,0.535,0.338,0.011,0.891,-27.432,0.883,67.709,0.547,51
52,HOMECOMING: THE LIVE ALBUM,7,1GWk2MHsycvbyOFaWFiOMk,Sorry - Homecoming Live,spotify:track:1GWk2MHsycvbyOFaWFiOMk,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00981,0.418,0.728,0.0,0.966,-11.479,0.486,129.252,0.193,53
53,HOMECOMING: THE LIVE ALBUM,8,6YyMbzAUPJLaGcldbEKmXB,Kitty Kat - Homecoming Live,spotify:track:6YyMbzAUPJLaGcldbEKmXB,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.257,0.456,0.551,1.14e-06,0.73,-15.779,0.465,123.714,0.488,51
54,HOMECOMING: THE LIVE ALBUM,9,5yZEkyUXbyFCHzrQTH5Ssw,Bow Down - Homecoming Live,spotify:track:5yZEkyUXbyFCHzrQTH5Ssw,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0332,0.395,0.866,0.0,0.432,-7.544,0.128,141.577,0.377,60
55,HOMECOMING: THE LIVE ALBUM,10,76raxY6tmyR6mi9xcWCFk7,I Been On - Homecoming Live,spotify:track:76raxY6tmyR6mi9xcWCFk7,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.018,0.555,0.676,0.0463,0.721,-11.151,0.0763,95.174,0.14,53
56,HOMECOMING: THE LIVE ALBUM,11,4LzdggfUuKAK5zypoKnueZ,Drunk in Love - Homecoming Live,spotify:track:4LzdggfUuKAK5zypoKnueZ,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0197,0.325,0.836,8.22e-06,0.33,-8.933,0.283,141.306,0.571,55
57,HOMECOMING: THE LIVE ALBUM,12,7eOG24Nx7j4nI3f9nOZTOi,Diva - Homecoming Live,spotify:track:7eOG24Nx7j4nI3f9nOZTOi,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0276,0.576,0.845,0.00029,0.387,-7.406,0.162,145.918,0.486,61
58,HOMECOMING: THE LIVE ALBUM,13,6ma6Oe9PrzJsckdCebJoFM,Flawless / Feeling Myself - Homecoming Live,spotify:track:6ma6Oe9PrzJsckdCebJoFM,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.079,0.58,0.764,2.1e-06,0.776,-9.321,0.221,137.068,0.444,54
59,HOMECOMING: THE LIVE ALBUM,14,6GuC3CHgZ9ieTQ97kanZdO,Top Off - Homecoming Live,spotify:track:6GuC3CHgZ9ieTQ97kanZdO,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0298,0.599,0.692,0.0,0.69,-9.48,0.224,129.816,0.537,53
60,HOMECOMING: THE LIVE ALBUM,15,09B7V52vjEWVsSr5f1OfoL,7/11 - Homecoming Live,spotify:track:09B7V52vjEWVsSr5f1OfoL,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0158,0.587,0.732,0.0,0.969,-9.208,0.18,136.084,0.383,53
61,HOMECOMING: THE LIVE ALBUM,16,4SOMdd14MtsvtfzsYtmqcR,Bug A Boo Roll Call - Interlude - Homecoming Live,spotify:track:4SOMdd14MtsvtfzsYtmqcR,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.129,0.726,0.255,1.74e-05,0.0747,-18.138,0.653,90.056,0.436,46
62,HOMECOMING: THE LIVE ALBUM,17,3oDyaLtPpORasVR7atUHIa,Party - Homecoming Live,spotify:track:3oDyaLtPpORasVR7atUHIa,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0138,0.581,0.618,0.147,0.428,-11.11,0.339,149.832,0.384,50
63,HOMECOMING: THE LIVE ALBUM,18,2NbffhNltorifsuY5doB1l,Don't Hurt Yourself - Homecoming Live,spotify:track:2NbffhNltorifsuY5doB1l,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.000959,0.384,0.81,1.07e-05,0.537,-8.709,0.124,137.696,0.111,53
64,HOMECOMING: THE LIVE ALBUM,19,62vR9bMq3tP0lfyrMtpujE,I Care - Homecoming Live,spotify:track:62vR9bMq3tP0lfyrMtpujE,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0143,0.443,0.821,0.0,0.721,-6.96,0.145,88.726,0.184,53
65,HOMECOMING: THE LIVE ALBUM,20,1XTQkWboabpxxyR7iMKsEJ,Partition - Homecoming Live,spotify:track:1XTQkWboabpxxyR7iMKsEJ,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0101,0.452,0.487,0.0039,0.698,-11.767,0.0462,123.44,0.104,54
66,HOMECOMING: THE LIVE ALBUM,21,6UjGaeKbCidE98bpLgwIym,Yoncé - Homecoming Live,spotify:track:6UjGaeKbCidE98bpLgwIym,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0649,0.685,0.628,0.0,0.31,-12.981,0.325,88.007,0.436,55
67,HOMECOMING: THE LIVE ALBUM,22,2iGIBnofyVatf7cjtyIGlI,Mi Gente - Homecoming Live,spotify:track:2iGIBnofyVatf7cjtyIGlI,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00232,0.667,0.741,1.49e-06,0.426,-10.832,0.0547,104.841,0.637,55
68,HOMECOMING: THE LIVE ALBUM,23,06iMNM7Q9kX93yBKXb7K8H,Baby Boy - Homecoming Live,spotify:track:06iMNM7Q9kX93yBKXb7K8H,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00646,0.702,0.817,0.0,0.467,-8.644,0.102,100.003,0.694,56
69,HOMECOMING: THE LIVE ALBUM,24,6u0WV2PHrzRjLO8BtRpme7,"You Don't Love Me (No, No, No) - Homecoming Live",spotify:track:6u0WV2PHrzRjLO8BtRpme7,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.000688,0.496,0.485,0.0,0.648,-9.339,0.0299,80.108,0.554,51
70,HOMECOMING: THE LIVE ALBUM,25,7oGFmPGaF5txE4cjL4HyR4,Hold Up - Homecoming Live,spotify:track:7oGFmPGaF5txE4cjL4HyR4,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.149,0.519,0.636,1.06e-06,0.672,-11.539,0.504,81.167,0.922,51
71,HOMECOMING: THE LIVE ALBUM,26,2k0mXTwotQpZKIOIhGwekv,Countdown - Homecoming Live,spotify:track:2k0mXTwotQpZKIOIhGwekv,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00413,0.57,0.805,0.0,0.557,-9.217,0.293,167.333,0.444,53
72,HOMECOMING: THE LIVE ALBUM,27,632ikkYPSHSHA5udZeuKvk,Check On It - Homecoming Live,spotify:track:632ikkYPSHSHA5udZeuKvk,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00294,0.519,0.884,0.0,0.943,-8.077,0.369,167.346,0.693,51
73,HOMECOMING: THE LIVE ALBUM,28,7Id9WVdUZXIK1jchXxvRH3,Deja Vu (feat. Jay-Z) - Homecoming Live,spotify:track:7Id9WVdUZXIK1jchXxvRH3,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00534,0.772,0.684,2.66e-06,0.7,-8.742,0.14,105.975,0.154,57
74,HOMECOMING: THE LIVE ALBUM,29,5IIK4FDTsmQwkNqVuKJgi7,The Bzzzz Drumline - Interlude - Homecoming Live,spotify:track:5IIK4FDTsmQwkNqVuKJgi7,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0335,0.555,0.84,0.0644,0.373,-11.977,0.302,134.519,0.237,48
75,HOMECOMING: THE LIVE ALBUM,30,6Ssx5QXWAsjruGKCQwf9Jp,Run the World (Girls) - Homecoming Live,spotify:track:6Ssx5QXWAsjruGKCQwf9Jp,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00269,0.663,0.891,0.000154,0.778,-8.774,0.18,126.548,0.49,54
76,HOMECOMING: THE LIVE ALBUM,31,716IzgeD9yjfCiZuG9aG4i,Lose My Breath (feat. Kelly Rowland & Michelle Williams) - Homecoming Live,spotify:track:716IzgeD9yjfCiZuG9aG4i,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0351,0.721,0.892,0.000212,0.575,-8.606,0.206,118.982,0.416,54
77,HOMECOMING: THE LIVE ALBUM,32,1q0xjWLQOnAbfQa3XzhyYc,Say My Name (feat. Kelly Rowland & Michelle Williams) - Homecoming Live,spotify:track:1q0xjWLQOnAbfQa3XzhyYc,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.028,0.491,0.666,0.0,0.503,-7.338,0.111,138.672,0.303,52
78,HOMECOMING: THE LIVE ALBUM,33,2PEtWLQmzJuGzQFkkZIdP3,Soldier (feat. Kelly Rowland & Michelle Williams) - Homecoming Live,spotify:track:2PEtWLQmzJuGzQFkkZIdP3,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.013,0.472,0.821,0.0,0.846,-8.333,0.55,155.176,0.475,50
79,HOMECOMING: THE LIVE ALBUM,34,7Bd6JQ2Evmeuw4cPYUtcEz,Get Me Bodied - Homecoming Live,spotify:track:7Bd6JQ2Evmeuw4cPYUtcEz,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.011,0.822,0.935,0.0,0.379,-7.741,0.345,97.018,0.396,51
80,HOMECOMING: THE LIVE ALBUM,35,071lw34NhXIV26mskQZ4MB,Single Ladies (Put a Ring on It) - Homecoming Live,spotify:track:071lw34NhXIV26mskQZ4MB,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00563,0.639,0.93,0.0,0.956,-6.626,0.171,96.94,0.572,51
81,HOMECOMING: THE LIVE ALBUM,36,7uro2suZC8IiPIcTSiqhRQ,Lift Ev'ry Voice and Sing (feat. Blue Ivy) - Blue's Version - Homecoming Live,spotify:track:7uro2suZC8IiPIcTSiqhRQ,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.963,0.564,0.424,7.37e-06,0.697,-20.285,0.94,97.708,0.433,41
82,HOMECOMING: THE LIVE ALBUM,37,7idYtPogV73zodBoWqvxkf,Love On Top - Homecoming Live,spotify:track:7idYtPogV73zodBoWqvxkf,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0515,0.318,0.855,0.0,0.897,-8.415,0.628,175.555,0.184,48
83,HOMECOMING: THE LIVE ALBUM,38,74ADo1aVXYrzDDwwNcENns,Shining (Thank You) - Homecoming Live,spotify:track:74ADo1aVXYrzDDwwNcENns,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.00282,0.626,0.928,0.000363,0.941,-9.326,0.124,104.912,0.475,43
84,HOMECOMING: THE LIVE ALBUM,39,7LikBkHerFGZ58QHVOKp1t,Before I Let Go - Homecoming Live Bonus Track,spotify:track:7LikBkHerFGZ58QHVOKp1t,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0686,0.71,0.842,0.0,0.337,-5.424,0.0944,102.994,0.435,60
85,HOMECOMING: THE LIVE ALBUM,40,4M0zSSz4blcDv8g4apuVfJ,I Been On - Homecoming Live Bonus Track,spotify:track:4M0zSSz4blcDv8g4apuVfJ,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,0.0134,0.656,0.741,0.000468,0.269,-6.413,0.0555,95.326,0.196,45
